Episode  468 finished with a total reward of 16.0 | Running Average: 3.20
Episode  469 finished with a total reward of 11.0 | Running Average: 5.60
Episode  470 finished with a total reward of -1.0 | Running Average: 8.30
Episode  471 finished with a total reward of 3.0 | Running Average: 8.30
Episode  472 finished with a total reward of 18.0 | Running Average: 8.10
Episode  473 finished with a total reward of 13.0 | Running Average: 8.50
Episode  474 finished with a total reward of 5.0 | Running Average: 9.00
Episode  475 finished with a total reward of 13.0 | Running Average: 7.60
Episode  476 finished with a total reward of 2.0 | Running Average: 8.70
Episode  477 finished with a total reward of 16.0 | Running Average: 8.60
Episode  478 finished with a total reward of 7.0 | Running Average: 9.60
Episode  479 finished with a total reward of 17.0 | Running Average: 8.70
Episode  480 finished with a total reward of 10.0 | Running Average: 9.30
Episode  481 finished with a total reward of 13.0 | Running Average: 10.40
Episode  482 finished with a total reward of 5.0 | Running Average: 11.40
Episode  483 finished with a total reward of 14.0 | Running Average: 10.10
Episode  484 finished with a total reward of 4.0 | Running Average: 10.20
Episode  485 finished with a total reward of 11.0 | Running Average: 10.10
Episode  486 finished with a total reward of -1.0 | Running Average: 9.90
Episode  487 finished with a total reward of 6.0 | Running Average: 9.60
Episode  488 finished with a total reward of 13.0 | Running Average: 8.60
Episode  489 finished with a total reward of 10.0 | Running Average: 9.20
Episode  490 finished with a total reward of 14.0 | Running Average: 8.50
Episode  491 finished with a total reward of 18.0 | Running Average: 8.90
Episode  492 finished with a total reward of 10.0 | Running Average: 9.40
Episode  493 finished with a total reward of 18.0 | Running Average: 9.90
Episode  494 finished with a total reward of 7.0 | Running Average: 10.30
Episode  495 finished with a total reward of 13.0 | Running Average: 10.60
Episode  496 finished with a total reward of 19.0 | Running Average: 10.80
Episode  497 finished with a total reward of 15.0 | Running Average: 12.80
Episode  498 finished with a total reward of 13.0 | Running Average: 13.70
Episode  499 finished with a total reward of 15.0 | Running Average: 13.70
Episode  500 finished with a total reward of 14.0 | Running Average: 14.20
Episode  501 finished with a total reward of 20.0 | Running Average: 14.20
Episode  502 finished with a total reward of 20.0 | Running Average: 14.40
Episode  503 finished with a total reward of -11.0 | Running Average: 15.40
Episode  504 finished with a total reward of 20.0 | Running Average: 12.50
Episode  505 finished with a total reward of 20.0 | Running Average: 13.80
Episode  506 finished with a total reward of 19.0 | Running Average: 14.50
Episode  507 finished with a total reward of -10.0 | Running Average: 14.50
Episode  508 finished with a total reward of 20.0 | Running Average: 12.00
Episode  509 finished with a total reward of 3.0 | Running Average: 12.70
Episode  510 finished with a total reward of 10.0 | Running Average: 11.50
Episode  511 finished with a total reward of 3.0 | Running Average: 11.10
Episode  512 finished with a total reward of 15.0 | Running Average: 9.40
Episode  513 finished with a total reward of -13.0 | Running Average: 8.90
Episode  514 finished with a total reward of -17.0 | Running Average: 8.70
Episode  515 finished with a total reward of -13.0 | Running Average: 5.00
Episode  516 finished with a total reward of 9.0 | Running Average: 1.70
Episode  517 finished with a total reward of 20.0 | Running Average: 0.70
Episode  518 finished with a total reward of 20.0 | Running Average: 3.70
Episode  519 finished with a total reward of 19.0 | Running Average: 3.70
Episode  520 finished with a total reward of 6.0 | Running Average: 5.30
Episode  521 finished with a total reward of 12.0 | Running Average: 4.90
Episode  522 finished with a total reward of 13.0 | Running Average: 5.80
Episode  523 finished with a total reward of 20.0 | Running Average: 5.60
Episode  524 finished with a total reward of 19.0 | Running Average: 8.90
Episode  525 finished with a total reward of 20.0 | Running Average: 12.50
Episode  526 finished with a total reward of 17.0 | Running Average: 15.80
Episode  527 finished with a total reward of 20.0 | Running Average: 16.60
Episode  528 finished with a total reward of 20.0 | Running Average: 16.60
Episode  529 finished with a total reward of 13.0 | Running Average: 16.60
Episode  530 finished with a total reward of 18.0 | Running Average: 16.00
Episode  531 finished with a total reward of 20.0 | Running Average: 17.20
Episode  532 finished with a total reward of 5.0 | Running Average: 18.00
Episode  533 finished with a total reward of 9.0 | Running Average: 17.20
Episode  534 finished with a total reward of -11.0 | Running Average: 16.10
Episode  535 finished with a total reward of 20.0 | Running Average: 13.10
Episode  536 finished with a total reward of 7.0 | Running Average: 13.10
Episode  537 finished with a total reward of 20.0 | Running Average: 12.10
Episode  538 finished with a total reward of 7.0 | Running Average: 12.10
Episode  539 finished with a total reward of 4.0 | Running Average: 10.80
Episode  540 finished with a total reward of -1.0 | Running Average: 9.90
Episode  541 finished with a total reward of 19.0 | Running Average: 8.00
Episode  542 finished with a total reward of 19.0 | Running Average: 7.90
Episode  543 finished with a total reward of 17.0 | Running Average: 9.30
Episode  544 finished with a total reward of 14.0 | Running Average: 10.10
Episode  545 finished with a total reward of 20.0 | Running Average: 12.60
Episode  546 finished with a total reward of 20.0 | Running Average: 12.60
Episode  547 finished with a total reward of -1.0 | Running Average: 13.90
Episode  548 finished with a total reward of 20.0 | Running Average: 11.80
Episode  549 finished with a total reward of 20.0 | Running Average: 13.10
Episode  550 finished with a total reward of 7.0 | Running Average: 14.70
Episode  551 finished with a total reward of -3.0 | Running Average: 15.50
Episode  552 finished with a total reward of 13.0 | Running Average: 13.30
Episode  553 finished with a total reward of 10.0 | Running Average: 12.70
Episode  554 finished with a total reward of -10.0 | Running Average: 12.00
Episode  555 finished with a total reward of 14.0 | Running Average: 9.60
Episode  556 finished with a total reward of 10.0 | Running Average: 9.00
Episode  557 finished with a total reward of 15.0 | Running Average: 8.00
Episode  558 finished with a total reward of 19.0 | Running Average: 9.60
Episode  559 finished with a total reward of 3.0 | Running Average: 9.50
Episode  560 finished with a total reward of 20.0 | Running Average: 7.80
Episode  561 finished with a total reward of -9.0 | Running Average: 9.10
Episode  562 finished with a total reward of 17.0 | Running Average: 8.50
Episode  563 finished with a total reward of -18.0 | Running Average: 8.90
Episode  564 finished with a total reward of 16.0 | Running Average: 6.10
Episode  565 finished with a total reward of 7.0 | Running Average: 8.70
Episode  566 finished with a total reward of 20.0 | Running Average: 8.00
Episode  567 finished with a total reward of 20.0 | Running Average: 9.00
Episode  568 finished with a total reward of 17.0 | Running Average: 9.50
Episode  569 finished with a total reward of 9.0 | Running Average: 9.30
Episode  570 finished with a total reward of 20.0 | Running Average: 9.90
Episode  571 finished with a total reward of 10.0 | Running Average: 9.90
Episode  572 finished with a total reward of 14.0 | Running Average: 11.80
Episode  573 finished with a total reward of 17.0 | Running Average: 11.50
Episode  574 finished with a total reward of 16.0 | Running Average: 15.00
Episode  575 finished with a total reward of 10.0 | Running Average: 15.00
Episode  576 finished with a total reward of 17.0 | Running Average: 15.30
Episode  577 finished with a total reward of 16.0 | Running Average: 15.00
Episode  578 finished with a total reward of 16.0 | Running Average: 14.60
Episode  579 finished with a total reward of 10.0 | Running Average: 14.50
Episode  580 finished with a total reward of 12.0 | Running Average: 14.60
Episode  581 finished with a total reward of 20.0 | Running Average: 13.80
Episode  582 finished with a total reward of 17.0 | Running Average: 14.80
Episode  583 finished with a total reward of 8.0 | Running Average: 15.10
Episode  584 finished with a total reward of 18.0 | Running Average: 14.20
Episode  585 finished with a total reward of 13.0 | Running Average: 14.40
Episode  586 finished with a total reward of 18.0 | Running Average: 14.70
Episode  587 finished with a total reward of 10.0 | Running Average: 14.80
Episode  588 finished with a total reward of 4.0 | Running Average: 14.20
Episode  589 finished with a total reward of 13.0 | Running Average: 13.00
Episode  590 finished with a total reward of 7.0 | Running Average: 13.30
Episode  591 finished with a total reward of 7.0 | Running Average: 12.80
Episode  592 finished with a total reward of 14.0 | Running Average: 11.50
Episode  593 finished with a total reward of 7.0 | Running Average: 11.20
Episode  594 finished with a total reward of 13.0 | Running Average: 11.10
Episode  595 finished with a total reward of 18.0 | Running Average: 10.60
Episode  596 finished with a total reward of 19.0 | Running Average: 11.10
Episode  597 finished with a total reward of 1.0 | Running Average: 11.20
Episode  598 finished with a total reward of 19.0 | Running Average: 10.30
Episode  599 finished with a total reward of -18.0 | Running Average: 11.80
Episode  600 finished with a total reward of 14.0 | Running Average: 8.70
Episode  601 finished with a total reward of 14.0 | Running Average: 9.40
Episode  602 finished with a total reward of 9.0 | Running Average: 10.10
Episode  603 finished with a total reward of 10.0 | Running Average: 9.60
Episode  604 finished with a total reward of 3.0 | Running Average: 9.90
Episode  605 finished with a total reward of 14.0 | Running Average: 8.90
Episode  606 finished with a total reward of 15.0 | Running Average: 8.50
Episode  607 finished with a total reward of 16.0 | Running Average: 8.10
Episode  608 finished with a total reward of 17.0 | Running Average: 9.60
Episode  609 finished with a total reward of 17.0 | Running Average: 9.40
Episode  610 finished with a total reward of 14.0 | Running Average: 12.90
Episode  611 finished with a total reward of 16.0 | Running Average: 12.90
Episode  612 finished with a total reward of 17.0 | Running Average: 13.10
Episode  613 finished with a total reward of 3.0 | Running Average: 13.90
Episode  614 finished with a total reward of 18.0 | Running Average: 13.20
Episode  615 finished with a total reward of 12.0 | Running Average: 14.70
Episode  616 finished with a total reward of 14.0 | Running Average: 14.50
Episode  617 finished with a total reward of 8.0 | Running Average: 14.40
Episode  618 finished with a total reward of -13.0 | Running Average: 13.60
Episode  619 finished with a total reward of 1.0 | Running Average: 10.60
Episode  620 finished with a total reward of -2.0 | Running Average: 9.00
Episode  621 finished with a total reward of 15.0 | Running Average: 7.40
Episode  622 finished with a total reward of 13.0 | Running Average: 7.30
Episode  623 finished with a total reward of 18.0 | Running Average: 6.90
Episode  624 finished with a total reward of 4.0 | Running Average: 8.40
Episode  625 finished with a total reward of 7.0 | Running Average: 7.00
Episode  626 finished with a total reward of 15.0 | Running Average: 6.50
Episode  627 finished with a total reward of 10.0 | Running Average: 6.60
Episode  628 finished with a total reward of -18.0 | Running Average: 6.80
Episode  629 finished with a total reward of 18.0 | Running Average: 6.30
Episode  630 finished with a total reward of 18.0 | Running Average: 8.00
Episode  631 finished with a total reward of 18.0 | Running Average: 10.00
Episode  632 finished with a total reward of 5.0 | Running Average: 10.30
Episode  633 finished with a total reward of 18.0 | Running Average: 9.50
Episode  634 finished with a total reward of -6.0 | Running Average: 9.50
Episode  635 finished with a total reward of -1.0 | Running Average: 8.50
Episode  636 finished with a total reward of 4.0 | Running Average: 7.70
Episode  637 finished with a total reward of 16.0 | Running Average: 6.60
Episode  638 finished with a total reward of 11.0 | Running Average: 7.20
Episode  639 finished with a total reward of 9.0 | Running Average: 10.10
Episode  640 finished with a total reward of 17.0 | Running Average: 9.20
Episode  641 finished with a total reward of 8.0 | Running Average: 9.10
Episode  642 finished with a total reward of 15.0 | Running Average: 8.10
Episode  643 finished with a total reward of 12.0 | Running Average: 9.10
Episode  644 finished with a total reward of 7.0 | Running Average: 8.50
Episode  645 finished with a total reward of 14.0 | Running Average: 9.80
Episode  646 finished with a total reward of 14.0 | Running Average: 11.30
Episode  647 finished with a total reward of 13.0 | Running Average: 12.30
Episode  648 finished with a total reward of 9.0 | Running Average: 12.00
Episode  649 finished with a total reward of 8.0 | Running Average: 11.80
Episode  650 finished with a total reward of 12.0 | Running Average: 11.70
Episode  651 finished with a total reward of 17.0 | Running Average: 11.20
Episode  652 finished with a total reward of 14.0 | Running Average: 12.10
Episode  653 finished with a total reward of 12.0 | Running Average: 12.00
Episode  654 finished with a total reward of 20.0 | Running Average: 12.00
Episode  655 finished with a total reward of 12.0 | Running Average: 13.30
Episode  656 finished with a total reward of -1.0 | Running Average: 13.10
Episode  657 finished with a total reward of 9.0 | Running Average: 11.60
Episode  658 finished with a total reward of 19.0 | Running Average: 11.20
Episode  659 finished with a total reward of 16.0 | Running Average: 12.20
Episode  660 finished with a total reward of 8.0 | Running Average: 13.00
Episode  661 finished with a total reward of -6.0 | Running Average: 12.60
Episode  662 finished with a total reward of 8.0 | Running Average: 10.30
Episode  663 finished with a total reward of 12.0 | Running Average: 9.70
Episode  664 finished with a total reward of 9.0 | Running Average: 9.70
Episode  665 finished with a total reward of 15.0 | Running Average: 8.60
Episode  666 finished with a total reward of 10.0 | Running Average: 8.90
Episode  667 finished with a total reward of 9.0 | Running Average: 10.00
Episode  668 finished with a total reward of 2.0 | Running Average: 10.00
Episode  669 finished with a total reward of 10.0 | Running Average: 8.30
Episode  670 finished with a total reward of 15.0 | Running Average: 7.70
Episode  671 finished with a total reward of -6.0 | Running Average: 8.40
Episode  672 finished with a total reward of 14.0 | Running Average: 8.40
Episode  673 finished with a total reward of 10.0 | Running Average: 9.00
Episode  674 finished with a total reward of 19.0 | Running Average: 8.80
Episode  675 finished with a total reward of 15.0 | Running Average: 9.80
Episode  676 finished with a total reward of 10.0 | Running Average: 9.80
Episode  677 finished with a total reward of 15.0 | Running Average: 9.80
Episode  678 finished with a total reward of 16.0 | Running Average: 10.40
Episode  679 finished with a total reward of 2.0 | Running Average: 11.80
Episode  680 finished with a total reward of 10.0 | Running Average: 11.00
Episode  681 finished with a total reward of 8.0 | Running Average: 10.50
Episode  682 finished with a total reward of 14.0 | Running Average: 11.90
Episode  683 finished with a total reward of 14.0 | Running Average: 11.90
Episode  684 finished with a total reward of 14.0 | Running Average: 12.30
Episode  685 finished with a total reward of 12.0 | Running Average: 11.80
Episode  686 finished with a total reward of 12.0 | Running Average: 11.50
Episode  687 finished with a total reward of 17.0 | Running Average: 11.70
Episode  688 finished with a total reward of 12.0 | Running Average: 11.90
Episode  689 finished with a total reward of 13.0 | Running Average: 11.50
Episode  690 finished with a total reward of 2.0 | Running Average: 12.60
Episode  691 finished with a total reward of 17.0 | Running Average: 11.80
Episode  692 finished with a total reward of 16.0 | Running Average: 12.70
Episode  693 finished with a total reward of 6.0 | Running Average: 12.90
Episode  694 finished with a total reward of 14.0 | Running Average: 12.10
Episode  695 finished with a total reward of 18.0 | Running Average: 12.10
Episode  696 finished with a total reward of 14.0 | Running Average: 12.70
Episode  697 finished with a total reward of 17.0 | Running Average: 12.90
Episode  698 finished with a total reward of 18.0 | Running Average: 12.90
Episode  699 finished with a total reward of 6.0 | Running Average: 13.50
Episode  700 finished with a total reward of 18.0 | Running Average: 12.80
Episode  701 finished with a total reward of 18.0 | Running Average: 14.40
Episode  702 finished with a total reward of 13.0 | Running Average: 14.50
Episode  703 finished with a total reward of 15.0 | Running Average: 14.20
Episode  704 finished with a total reward of -1.0 | Running Average: 15.10
Episode  705 finished with a total reward of 18.0 | Running Average: 13.60
Episode  706 finished with a total reward of 16.0 | Running Average: 13.60
Episode  707 finished with a total reward of 17.0 | Running Average: 13.80
Episode  708 finished with a total reward of 20.0 | Running Average: 13.80
Episode  709 finished with a total reward of 10.0 | Running Average: 14.00
Episode  710 finished with a total reward of 15.0 | Running Average: 14.40
Episode  711 finished with a total reward of 14.0 | Running Average: 14.10
Episode  712 finished with a total reward of 15.0 | Running Average: 13.70
Episode  713 finished with a total reward of 16.0 | Running Average: 13.90
Episode  714 finished with a total reward of 9.0 | Running Average: 14.00
Episode  715 finished with a total reward of 18.0 | Running Average: 15.00
Episode  716 finished with a total reward of 18.0 | Running Average: 15.00
Episode  717 finished with a total reward of 19.0 | Running Average: 15.20
Episode  718 finished with a total reward of 19.0 | Running Average: 15.40
Episode  719 finished with a total reward of 20.0 | Running Average: 15.30
Episode  720 finished with a total reward of 20.0 | Running Average: 16.30
Episode  721 finished with a total reward of 8.0 | Running Average: 16.80
Episode  722 finished with a total reward of 18.0 | Running Average: 16.20
Episode  723 finished with a total reward of -12.0 | Running Average: 16.50
Episode  724 finished with a total reward of -4.0 | Running Average: 13.70
Episode  725 finished with a total reward of 16.0 | Running Average: 12.40
Episode  726 finished with a total reward of 16.0 | Running Average: 12.20
Episode  727 finished with a total reward of 5.0 | Running Average: 12.00
Episode  728 finished with a total reward of 18.0 | Running Average: 10.60
Episode  729 finished with a total reward of -19.0 | Running Average: 10.50
Episode  730 finished with a total reward of 11.0 | Running Average: 6.60
Episode  731 finished with a total reward of 13.0 | Running Average: 5.70
Episode  732 finished with a total reward of 17.0 | Running Average: 6.20
Episode  733 finished with a total reward of 18.0 | Running Average: 6.10
Episode  734 finished with a total reward of 8.0 | Running Average: 9.10
Episode  735 finished with a total reward of 19.0 | Running Average: 10.30
